date,SWISS PERFORMANCE INDEX - TOT RETURN IND
2004-06-16,4225.41
2004-06-17,4222.58
2004-06-18,4215.37
2004-06-21,4231.48
2004-06-22,4192.75
2004-06-23,4190.18
2004-06-24,4203.22
2004-06-25,4207.45
2004-06-28,4225.26
2004-06-29,4213.54
2004-06-30,4166.47
2004-07-01,4173.04
2004-07-02,4160
2004-07-05,4145.4
2004-07-06,4117.02
2004-07-07,4111.26
2004-07-08,4135.91
2004-07-09,4114.74
2004-07-12,4104.79
2004-07-13,4102.1
2004-07-14,4109.85
2004-07-15,4061.7
2004-07-16,4052.75
2004-07-19,4029.22
2004-07-20,4067.89
2004-07-21,4112.62
2004-07-22,4050.59
2004-07-23,4055.3
2004-07-26,4028.66
2004-07-27,4068.12
2004-07-28,4077.13
2004-07-29,4103.74
2004-07-30,4098.61
2004-08-02,4092.78
2004-08-03,4128.68
2004-08-04,4079.05
2004-08-05,4075.69
2004-08-06,3995.03
2004-08-09,3962.76
2004-08-10,3980.65
2004-08-11,3968.6
2004-08-12,3958.4
2004-08-13,3928.35
2004-08-16,3958.45
2004-08-17,3976.2
2004-08-18,3941.62
2004-08-19,3962.4
2004-08-20,3956.92
2004-08-23,3994.87
2004-08-24,3987.62
2004-08-25,3985.14
2004-08-26,4022.6
2004-08-27,4044.75
2004-08-30,4036.6
2004-08-31,4016.27
2004-09-01,4047.91
2004-09-02,4034.47
2004-09-03,4069.97
2004-09-06,4096.32
2004-09-07,4109.19
2004-09-08,4105.63
2004-09-09,4082.51
2004-09-10,4095.51
2004-09-13,4121.66
2004-09-14,4099.09
2004-09-15,4098.02
2004-09-16,4091.08
2004-09-17,4105.47
2004-09-20,4108.93
2004-09-21,4145.01
2004-09-22,4123.01
2004-09-23,4078.92
2004-09-24,4067.7
2004-09-27,4038.18
2004-09-28,4075.98
2004-09-29,4099.99
2004-09-30,4057.34
2004-10-01,4100.13
2004-10-04,4152.45
2004-10-05,4147.97
2004-10-06,4146.86
2004-10-07,4106.89
2004-10-08,4085.64
2004-10-11,4064.64
2004-10-12,4043.19
2004-10-13,4056.09
2004-10-14,4014.65
2004-10-15,3986.81
2004-10-18,3986.98
2004-10-19,4023.78
2004-10-20,3995.34
2004-10-21,4011.35
2004-10-22,4007.81
2004-10-25,3950.41
2004-10-26,3964.39
2004-10-27,3996.4
2004-10-28,4022.24
2004-10-29,3987.28
2004-11-01,4027.66
2004-11-02,4071.7
2004-11-03,4110.38
2004-11-04,4118.01
2004-11-05,4165.52
2004-11-08,4150.08
2004-11-09,4129.71
2004-11-10,4155.73
2004-11-11,4184.29
2004-11-12,4214.24
2004-11-15,4204.62
2004-11-16,4189.38
2004-11-17,4209.16
2004-11-18,4205.17
2004-11-19,4159.63
2004-11-22,4128.27
2004-11-23,4105.18
2004-11-24,4090.45
2004-11-25,4122.2
2004-11-26,4124.02
2004-11-29,4103.99
2004-11-30,4052.75
2004-12-01,4097.44
2004-12-02,4138.18
2004-12-03,4128.61
2004-12-06,4103.96
2004-12-07,4131.68
2004-12-08,4135.13
2004-12-09,4129.16
2004-12-10,4147.41
2004-12-13,4177.6
2004-12-14,4196.82
2004-12-15,4187.55
2004-12-16,4195.28
2004-12-17,4165.4
2004-12-20,4199.16
2004-12-21,4193.7
2004-12-22,4227.28
2004-12-23,4233.15
2004-12-24,4233.15
2004-12-27,4226.79
2004-12-28,4226.88
2004-12-29,4233.34
2004-12-30,4234.56
2004-12-31,4234.56
2005-01-03,4289.16
2005-01-04,4294.56
2005-01-05,4259.73
2005-01-06,4271.48
2005-01-07,4266.76
2005-01-10,4265.26
2005-01-11,4252.5
2005-01-12,4220.94
2005-01-13,4235.99
2005-01-14,4267.54
2005-01-17,4291.68
2005-01-18,4277.75
2005-01-19,4286.75
2005-01-20,4272.08
2005-01-21,4277.91
2005-01-24,4285.03
2005-01-25,4297.05
2005-01-26,4300.16
2005-01-27,4303.48
2005-01-28,4288.54
2005-01-31,4305.72
2005-02-01,4324.85
2005-02-02,4325.3
2005-02-03,4342.58
2005-02-04,4363.04
2005-02-07,4384.04
2005-02-08,4392.72
2005-02-09,4383.13
2005-02-10,4390.3
2005-02-11,4421.12
2005-02-14,4421.55
2005-02-15,4424.57
2005-02-16,4392.22
2005-02-17,4401.48
2005-02-18,4417.08
2005-02-21,4434.73
2005-02-22,4420.74
2005-02-23,4387.16
2005-02-24,4399.19
2005-02-25,4437.11
2005-02-28,4435.52
2005-03-01,4465.87
2005-03-02,4491.93
2005-03-03,4490.76
2005-03-04,4513.74
2005-03-07,4518.14
2005-03-08,4494.66
2005-03-09,4485.88
2005-03-10,4471.28
2005-03-11,4490.44
2005-03-14,4484.18
2005-03-15,4518.76
2005-03-16,4471.79
2005-03-17,4461.05
2005-03-18,4440.14
2005-03-21,4445.78
2005-03-22,4449.04
2005-03-23,4452.34
2005-03-24,4460
2005-03-25,4460
2005-03-28,4460
2005-03-29,4474.02
2005-03-30,4457.45
2005-03-31,4456.72
2005-04-01,4473.72
2005-04-04,4440.26
2005-04-05,4470.68
2005-04-06,4510.03
2005-04-07,4526.26
2005-04-08,4524.17
2005-04-11,4522.63
2005-04-12,4505.29
2005-04-13,4524.27
2005-04-14,4535.39
2005-04-15,4520.67
2005-04-18,4447.49
2005-04-19,4484.36
2005-04-20,4460.72
2005-04-21,4453.39
2005-04-22,4480.12
2005-04-25,4469.8
2005-04-26,4478.56
2005-04-27,4422.01
2005-04-28,4427.51
2005-04-29,4444.06
2005-05-02,4484.77
2005-05-03,4489.38
2005-05-04,4534.37
2005-05-05,4534.37
2005-05-06,4566.17
2005-05-09,4551.49
2005-05-10,4491.09
2005-05-11,4492.07
2005-05-12,4516.11
2005-05-13,4512.58
2005-05-16,4512.58
2005-05-17,4512.37
2005-05-18,4548.28
2005-05-19,4563.28
2005-05-20,4566.69
2005-05-23,4579.15
2005-05-24,4609.61
2005-05-25,4620.81
2005-05-26,4652.55
2005-05-27,4667.09
2005-05-30,4667.03
2005-05-31,4645.39
2005-06-01,4704.55
2005-06-02,4718.59
2005-06-03,4706.65
2005-06-06,4691.31
2005-06-07,4727.53
2005-06-08,4728.71
2005-06-09,4733.82
2005-06-10,4732.84
2005-06-13,4754.67
2005-06-14,4757.5
2005-06-15,4748.84
2005-06-16,4751.42
2005-06-17,4754.63
2005-06-20,4735.37
2005-06-21,4775.61
2005-06-22,4770.74
2005-06-23,4763.36
2005-06-24,4728.28
2005-06-27,4703.42
2005-06-28,4718.69
2005-06-29,4755.96
2005-06-30,4752.39
2005-07-01,4771.11
2005-07-04,4777.61
2005-07-05,4778.32
2005-07-06,4799.37
2005-07-07,4755.78
2005-07-08,4804.43
2005-07-11,4838.67
2005-07-12,4820.08
2005-07-13,4870.06
2005-07-14,4909.55
2005-07-15,4916.48
2005-07-18,4919.88
2005-07-19,4933.05
2005-07-20,4950.75
2005-07-21,4939.66
2005-07-22,4944.96
2005-07-25,4951.06
2005-07-26,4964.9
2005-07-27,4994.99
2005-07-28,5029.87
2005-07-29,5025.01
2005-08-01,5032.11
2005-08-02,5076.25
2005-08-03,5067.41
2005-08-04,5039.72
2005-08-05,5033.13
2005-08-08,5052.37
2005-08-09,5055.9
2005-08-10,5090.99
2005-08-11,5084.18
2005-08-12,5062.28
2005-08-15,5055.58
2005-08-16,5058.99
2005-08-17,5053.39
2005-08-18,5028.18
2005-08-19,5059.53
2005-08-22,5051.88
2005-08-23,5010.43
2005-08-24,4988.17
2005-08-25,4949.78
2005-08-26,4925.01
2005-08-29,4937.75
2005-08-30,4944.82
2005-08-31,4977.17
2005-09-01,5005.49
2005-09-02,4991.38
2005-09-05,4998.19
2005-09-06,5047.24
2005-09-07,5102.37
2005-09-08,5100.4
2005-09-09,5117.54
2005-09-12,5139.25
2005-09-13,5116.31
2005-09-14,5142.54
2005-09-15,5157.4
2005-09-16,5198.02
2005-09-19,5196.42
2005-09-20,5220.31
2005-09-21,5167.57
2005-09-22,5147.05
2005-09-23,5181.37
2005-09-26,5229.51
2005-09-27,5228.12
2005-09-28,5266.81
2005-09-29,5237.18
2005-09-30,5271.01
2005-10-03,5346.17
2005-10-04,5371.95
2005-10-05,5358.3
2005-10-06,5292.04
2005-10-07,5293.58
2005-10-10,5297.15
2005-10-11,5309.04
2005-10-12,5275.6
2005-10-13,5233.28
2005-10-14,5233.64
2005-10-17,5243.53
2005-10-18,5283.9
2005-10-19,5187.48
2005-10-20,5234.28
2005-10-21,5207.01
2005-10-24,5253.48
2005-10-25,5272.24
2005-10-26,5295.02
2005-10-27,5253.5
2005-10-28,5221.61
2005-10-31,5338.4
2005-11-01,5383.51
2005-11-02,5397.09
2005-11-03,5466.11
2005-11-04,5462.27
2005-11-07,5496.27
2005-11-08,5498.08
2005-11-09,5485.02
2005-11-10,5490.08
2005-11-11,5563.78
2005-11-14,5537.73
2005-11-15,5544.75
2005-11-16,5505.04
2005-11-17,5547.36
2005-11-18,5617.29
2005-11-21,5632.25
2005-11-22,5644.33
2005-11-23,5664.5
2005-11-24,5650.02
2005-11-25,5669.12
2005-11-28,5613.74
2005-11-29,5624.34
2005-11-30,5601.68
2005-12-01,5691.9
2005-12-02,5732.2
2005-12-05,5730.66
2005-12-06,5747.1
2005-12-07,5732.14
2005-12-08,5712.21
2005-12-09,5716.48
2005-12-12,5714.89
2005-12-13,5722.66
2005-12-14,5681.13
2005-12-15,5639.56
2005-12-16,5663.82
2005-12-19,5692.1
2005-12-20,5682.81
2005-12-21,5707.41
2005-12-22,5686.73
2005-12-23,5674.03
2005-12-26,5674.03
2005-12-27,5711.45
2005-12-28,5721.06
2005-12-29,5765.29
2005-12-30,5742.41
2006-01-02,5742.41
2006-01-03,5780.41
2006-01-04,5851.15
2006-01-05,5837.78
2006-01-06,5850.81
2006-01-09,5849.79
2006-01-10,5811.98
2006-01-11,5876.23
2006-01-12,5910.93
2006-01-13,5914.65
2006-01-16,5939.35
2006-01-17,5903.46
2006-01-18,5861.67
2006-01-19,5890.47
2006-01-20,5839.37
2006-01-23,5839.84
2006-01-24,5834.18
2006-01-25,5826.92
2006-01-26,5875.77
2006-01-27,5904.32
2006-01-30,5912.75
2006-01-31,5928.95
2006-02-01,5948.78
2006-02-02,5917.74
2006-02-03,5954.72
2006-02-06,5954.78
2006-02-07,5952.59
2006-02-08,5947.96
2006-02-09,5979.71
2006-02-10,5973.56
2006-02-13,5991.82
2006-02-14,5988.75
2006-02-15,5929.55
2006-02-16,6006.64
2006-02-17,6014.36
2006-02-20,6039.98
2006-02-21,6078.54
2006-02-22,6105.55
2006-02-23,6068.62
2006-02-24,6051.98
2006-02-27,6084.58
2006-02-28,6012.26
2006-03-01,6075.75
2006-03-02,6050.42
2006-03-03,6061.05
2006-03-06,6063.84
2006-03-07,6021.37
2006-03-08,5995.95
2006-03-09,6017.18
2006-03-10,6095.15
2006-03-13,6145.67
2006-03-14,6142.41
2006-03-15,6131.56
2006-03-16,6135.65
2006-03-17,6162.17
2006-03-20,6175.51
2006-03-21,6173.81
2006-03-22,6182.01
2006-03-23,6155.36
2006-03-24,6172.46
2006-03-27,6129.74
2006-03-28,6125.28
2006-03-29,6130.95
2006-03-30,6169.12
2006-03-31,6163.39
2006-04-03,6206.34
2006-04-04,6190.11
2006-04-05,6219.6
2006-04-06,6229.23
2006-04-07,6232.42
2006-04-10,6232.52
2006-04-11,6173.13
2006-04-12,6154.77
2006-04-13,6178.99
2006-04-14,6178.99
2006-04-17,6178.99
2006-04-18,6147.98
2006-04-19,6215.32
2006-04-20,6241.49
2006-04-21,6271.76
2006-04-24,6261.14
2006-04-25,6235.05
2006-04-26,6264.41
2006-04-27,6269.96
2006-04-28,6251.53
2006-05-01,6251.53
2006-05-02,6271.5
2006-05-03,6197.04
2006-05-04,6215.75
2006-05-05,6285.98
2006-05-08,6324.92
2006-05-09,6340.86
2006-05-10,6332.07
2006-05-11,6325.13
2006-05-12,6212.36
2006-05-15,6129.67
2006-05-16,6149.84
2006-05-17,5977.6
2006-05-18,5919.83
2006-05-19,5930.78
2006-05-22,5778.58
2006-05-23,5889.25
2006-05-24,5824.15
2006-05-25,5824.15
2006-05-26,5976.62
2006-05-29,5987.22
2006-05-30,5869.59
2006-05-31,5924.57
2006-06-01,5933.68
2006-06-02,5975.32
2006-06-05,5975.32
2006-06-06,5843.39
2006-06-07,5876.43
2006-06-08,5717.72
2006-06-09,5789.23
2006-06-12,5709.34
2006-06-13,5573.99
2006-06-14,5586.67
2006-06-15,5708.48
2006-06-16,5691.8
2006-06-19,5738.62
2006-06-20,5760.81
2006-06-21,5780.33
2006-06-22,5823.25
2006-06-23,5826.43
2006-06-26,5811.92
2006-06-27,5772.23
2006-06-28,5788.21
2006-06-29,5870.06
2006-06-30,5955.64
2006-07-03,6008.19
2006-07-04,6019.99
2006-07-05,5967.19
2006-07-06,6000.48
2006-07-07,5965.8
2006-07-10,6001.6
2006-07-11,5978.63
2006-07-12,6005.42
2006-07-13,5914.27
2006-07-14,5853.24
2006-07-17,5839.99
2006-07-18,5807.34
2006-07-19,5915.3
2006-07-20,5962.95
2006-07-21,5931.2
2006-07-24,6046.42
2006-07-25,6050.09
2006-07-26,6076.37
2006-07-27,6110.25
2006-07-28,6173.5
2006-07-31,6175.15
2006-08-01,6175.15
2006-08-02,6151.09
2006-08-03,6083.68
2006-08-04,6141.98
2006-08-07,6068.12
2006-08-08,6071.48
2006-08-09,6137.27
2006-08-10,6105.91
2006-08-11,6116.27
2006-08-14,6165.49
2006-08-15,6257.76
2006-08-16,6285.77
2006-08-17,6304.05
2006-08-18,6283.52
2006-08-21,6264.61
2006-08-22,6284.29
2006-08-23,6282.94
2006-08-24,6295.65
2006-08-25,6299.84
2006-08-28,6311.2
2006-08-29,6349.66
2006-08-30,6367.2
2006-08-31,6357.87
2006-09-01,6377.78
2006-09-04,6406.94
2006-09-05,6404.22
2006-09-06,6366.51
2006-09-07,6327.77
2006-09-08,6359.73
2006-09-11,6305.08
2006-09-12,6378.29
2006-09-13,6397.76
2006-09-14,6376.73
2006-09-15,6411.43
2006-09-18,6435.75
2006-09-19,6419.24
2006-09-20,6498.32
2006-09-21,6524.18
2006-09-22,6464.5
2006-09-25,6446.96
2006-09-26,6530.12
2006-09-27,6553.68
2006-09-28,6558.31
2006-09-29,6567.56
2006-10-02,6534.75
2006-10-03,6538.83
2006-10-04,6582.51
2006-10-05,6629.85
2006-10-06,6636.57
2006-10-09,6656.83
2006-10-10,6716.92
2006-10-11,6724.09
2006-10-12,6752.66
2006-10-13,6738.76
2006-10-16,6726.39
2006-10-17,6656.12
2006-10-18,6717.33
2006-10-19,6724.17
2006-10-20,6741.73
2006-10-23,6779
2006-10-24,6755.23
2006-10-25,6774.49
2006-10-26,6770.31
2006-10-27,6788.27
2006-10-30,6755.83
2006-10-31,6700.39
2006-11-01,6733.14
2006-11-02,6756.27
2006-11-03,6796.92
2006-11-06,6870.58
2006-11-07,6897.22
2006-11-08,6856.47
2006-11-09,6852.48
2006-11-10,6834.18
2006-11-13,6844.59
2006-11-14,6834.88
2006-11-15,6881.16
2006-11-16,6881.77
2006-11-17,6850.03
2006-11-20,6858.84
2006-11-21,6869.8
2006-11-22,6875.83
2006-11-23,6856.32
2006-11-24,6774.18
2006-11-27,6678.73
2006-11-28,6635.46
2006-11-29,6721.62
2006-11-30,6663.75
2006-12-01,6621.07
2006-12-04,6664.6
2006-12-05,6645.89
2006-12-06,6693.74
2006-12-07,6743.73
2006-12-08,6724.1
2006-12-11,6766.03
2006-12-12,6818.89
2006-12-13,6829.92
2006-12-14,6899.14
2006-12-15,6908.09
2006-12-18,6939.71
2006-12-19,6896.88
2006-12-20,6907.6
2006-12-21,6914.1
2006-12-22,6879.49
2006-12-25,6879.49
2006-12-26,6879.49
2006-12-27,6950.95
2006-12-28,6936.82
2006-12-29,6929.18
2007-01-01,6929.18
2007-01-02,6929.18
2007-01-03,7032.74
2007-01-04,7033.63
2007-01-05,7015.51
2007-01-08,6983.72
2007-01-09,7006.67
2007-01-10,6996.38
2007-01-11,7091.34
2007-01-12,7129.93
2007-01-15,7188.17
2007-01-16,7171.38
2007-01-17,7197.25
2007-01-18,7197.03
2007-01-19,7232.38
2007-01-22,7200.17
2007-01-23,7196.52
2007-01-24,7240.03
2007-01-25,7227.5
2007-01-26,7158.49
2007-01-29,7211.84
2007-01-30,7242.24
2007-01-31,7241.78
2007-02-01,7307.27
2007-02-02,7340.04
2007-02-05,7340.21
2007-02-06,7346.9
2007-02-07,7368.52
2007-02-08,7323.81
2007-02-09,7371.58
2007-02-12,7341.39
2007-02-13,7323.91
2007-02-14,7374.17
2007-02-15,7385.14
2007-02-16,7407.77
2007-02-19,7414.39
2007-02-20,7390.19
2007-02-21,7317.24
2007-02-22,7345.89
2007-02-23,7340.8
2007-02-26,7315.13
2007-02-27,7058.26
2007-02-28,6974.44
2007-03-01,6960.79
2007-03-02,6977.27
2007-03-05,6877.09
2007-03-06,6957.55
2007-03-07,7040.07
2007-03-08,7124.53
2007-03-09,7126.88
2007-03-12,7104.3
2007-03-13,7049.26
2007-03-14,6853.21
2007-03-15,6955.09
2007-03-16,6962.95
2007-03-19,7064.57
2007-03-20,7094
2007-03-21,7146.91
2007-03-22,7247.45
2007-03-23,7259.77
2007-03-26,7204.92
2007-03-27,7170.75
2007-03-28,7100.32
2007-03-29,7179.96
2007-03-30,7183.53
2007-04-02,7173.11
2007-04-03,7247.63
2007-04-04,7257.11
2007-04-05,7293.49
2007-04-06,7293.49
2007-04-09,7293.49
2007-04-10,7339.8
2007-04-11,7332.14
2007-04-12,7309.08
2007-04-13,7365.76
2007-04-16,7435.69
2007-04-17,7407.32
2007-04-18,7446.56
2007-04-19,7447.89
2007-04-20,7558.24
2007-04-23,7585.84
2007-04-24,7546.47
2007-04-25,7613.97
2007-04-26,7655.55
2007-04-27,7609.91
2007-04-30,7620.11
2007-05-01,7620.11
2007-05-02,7634.1
2007-05-03,7594.94
2007-05-04,7644.82
2007-05-07,7647.57
2007-05-08,7587.88
2007-05-09,7626.29
2007-05-10,7605.14
2007-05-11,7630.64
2007-05-14,7615.92
2007-05-15,7620.36
2007-05-16,7603.91
2007-05-17,7603.91
2007-05-18,7657.77
2007-05-21,7646.93
2007-05-22,7618.45
2007-05-23,7678.08
2007-05-24,7614.41
2007-05-25,7628.76
2007-05-28,7628.76
2007-05-29,7641.63
2007-05-30,7628.09
2007-05-31,7682.32
2007-06-01,7746.54
2007-06-04,7715.13
2007-06-05,7657.76
2007-06-06,7551.52
2007-06-07,7453.2
2007-06-08,7450.48
2007-06-11,7511.84
2007-06-12,7481.66
2007-06-13,7452.91
2007-06-14,7569.23
2007-06-15,7648.79
2007-06-18,7634.71
2007-06-19,7609.47
2007-06-20,7625.57
2007-06-21,7533.58
2007-06-22,7486.93
2007-06-25,7459.32
2007-06-26,7405.11
2007-06-27,7367.54
2007-06-28,7458.75
2007-06-29,7514.07
2007-07-02,7505.66
2007-07-03,7546.85
2007-07-04,7591.87
2007-07-05,7539.74
2007-07-06,7570.44
2007-07-09,7596.14
2007-07-10,7559.24
2007-07-11,7534.13
2007-07-12,7565.51
2007-07-13,7574.38
2007-07-16,7601.81
2007-07-17,7540.26
2007-07-18,7428.53
2007-07-19,7520.41
2007-07-20,7459.26
2007-07-23,7466.38
2007-07-24,7409.53
2007-07-25,7310.92
2007-07-26,7139.37
2007-07-27,7129.39
2007-07-30,7127.3
2007-07-31,7271.66
2007-08-01,7271.66
2007-08-02,7190.24
2007-08-03,7113.28
2007-08-06,7076.68
2007-08-07,7157.88
2007-08-08,7323.94
2007-08-09,7201.84
2007-08-10,7000.24
2007-08-13,7096.46
2007-08-14,6992.6
2007-08-15,7061.31
2007-08-16,6850.07
2007-08-17,6936.39
2007-08-20,6983.62
2007-08-21,6990.32
2007-08-22,7089.53
2007-08-23,7112.49
2007-08-24,7146.89
2007-08-27,7202.45
2007-08-28,7099.16
2007-08-29,7108.19
2007-08-30,7145.04
2007-08-31,7231.45
2007-09-03,7233.24
2007-09-04,7302.63
2007-09-05,7201.12
2007-09-06,7189.34
2007-09-07,7067.97
2007-09-10,7009.12
2007-09-11,7089.28
2007-09-12,7138.29
2007-09-13,7205.29
2007-09-14,7121.89
2007-09-17,7052.42
2007-09-18,7122.96
2007-09-19,7308.55
2007-09-20,7218.82
2007-09-21,7218.66
2007-09-24,7226.21
2007-09-25,7169.21
2007-09-26,7195.45
2007-09-27,7219.62
2007-09-28,7262.53
2007-10-01,7328.45
2007-10-02,7371.53
2007-10-03,7390.14
2007-10-04,7365.78
2007-10-05,7389.42
2007-10-08,7411.95
2007-10-09,7442.55
2007-10-10,7477.86
2007-10-11,7512.91
2007-10-12,7494.64
2007-10-15,7483.63
2007-10-16,7395.12
2007-10-17,7408.81
2007-10-18,7373.67
2007-10-19,7304.42
2007-10-22,7227.51
2007-10-23,7277.21
2007-10-24,7234.39
2007-10-25,7286.23
2007-10-26,7319.94
2007-10-29,7357
2007-10-30,7301.69
2007-10-31,7372.14
2007-11-01,7272.74
2007-11-02,7182.38
2007-11-05,7131.13
2007-11-06,7181.73
2007-11-07,7126.42
2007-11-08,7051.88
2007-11-09,6911.39
2007-11-12,6919.63
2007-11-13,6957.91
2007-11-14,7054.97
2007-11-15,7019.01
2007-11-16,6928.81
2007-11-19,6753.61
2007-11-20,6795.54
2007-11-21,6617.88
2007-11-22,6682.74
2007-11-23,6792.41
2007-11-26,6788.45
2007-11-27,6826.89
2007-11-28,7001.82
2007-11-29,7069.87
2007-11-30,7154.69
2007-12-03,7070.37
2007-12-04,7018.7
2007-12-05,7107.43
2007-12-06,7102.39
2007-12-07,7150.21
2007-12-10,7210.38
2007-12-11,7193.94
2007-12-12,7196.59
2007-12-13,7045.29
2007-12-14,7060.05
2007-12-17,6949.14
2007-12-18,6896.47
2007-12-19,6843.89
2007-12-20,6847.8
2007-12-21,6900.22
2007-12-24,6900.22
2007-12-25,6900.22
2007-12-26,6900.22
2007-12-27,6944.42
2007-12-28,6925.44
2007-12-31,6925.44
2008-01-01,6925.44
2008-01-02,6925.44
2008-01-03,6793.14
2008-01-04,6647.47
2008-01-07,6612.89
2008-01-08,6757.95
2008-01-09,6751.91
2008-01-10,6710.78
2008-01-11,6614.08
2008-01-14,6640.14
2008-01-15,6463.24
2008-01-16,6356.56
2008-01-17,6309.73
2008-01-18,6235.47
2008-01-21,5918.64
2008-01-22,6074.62
2008-01-23,5971.89
2008-01-24,6226.52
2008-01-25,6241.94
2008-01-28,6155.43
2008-01-29,6264.46
2008-01-30,6236.68
2008-01-31,6234.18
2008-02-01,6354.02
2008-02-04,6321.23
2008-02-05,6137.07
2008-02-06,6168.12
2008-02-07,6056.39
2008-02-08,6080.33
2008-02-11,6009.54
2008-02-12,6165.28
2008-02-13,6168.29
2008-02-14,6160.07
2008-02-15,6043.72
2008-02-18,6145.58
2008-02-19,6131.39
2008-02-20,6066.56
2008-02-21,6144.27
2008-02-22,6116.57
2008-02-25,6237.31
2008-02-26,6337.86
2008-02-27,6359.6
2008-02-28,6266.41
2008-02-29,6188.55
2008-03-03,6082.96
2008-03-04,5984.46
2008-03-05,6040.62
2008-03-06,5994.96
2008-03-07,5931
2008-03-10,5833.23
2008-03-11,5908.28
2008-03-12,5987.34
2008-03-13,5976.06
2008-03-14,5887.2
2008-03-17,5607.38
2008-03-18,5782.53
2008-03-19,5820.39
2008-03-20,5766.64
2008-03-21,5766.64
2008-03-24,5766.64
2008-03-25,5947.81
2008-03-26,5912.74
2008-03-27,5983.78
2008-03-28,5967.91
2008-03-31,5961.47
2008-04-01,6165.7
2008-04-02,6243.89
2008-04-03,6181.59
2008-04-04,6227.36
2008-04-07,6277.98
2008-04-08,6232.22
2008-04-09,6108.61
2008-04-10,6034.89
2008-04-11,5989.01
2008-04-14,5897.3
2008-04-15,5935.37
2008-04-16,6020.68
2008-04-17,5968.64
2008-04-18,6155.43
2008-04-21,6131.77
2008-04-22,6092.82
2008-04-23,6104.23
2008-04-24,6195.12
2008-04-25,6247.41
2008-04-28,6305.16
2008-04-29,6238.68
2008-04-30,6294.68
2008-05-01,6294.68
2008-05-02,6416.3
2008-05-05,6415.76
2008-05-06,6330.78
2008-05-07,6408.37
2008-05-08,6372.35
2008-05-09,6290.45
2008-05-12,6290.45
2008-05-13,6363.83
2008-05-14,6380.14
2008-05-15,6448.59
2008-05-16,6434.43
2008-05-19,6527.77
2008-05-20,6405.61
2008-05-21,6366.41
2008-05-22,6368.49
2008-05-23,6280.89
2008-05-26,6205.82
2008-05-27,6246.07
2008-05-28,6295.8
2008-05-29,6350.2
2008-05-30,6333.56
2008-06-02,6366.62
2008-06-03,6394.03
2008-06-04,6338.95
2008-06-05,6380.35
2008-06-06,6240.35
2008-06-09,6184.76
2008-06-10,6145.81
2008-06-11,6055.63
2008-06-12,6097.66
2008-06-13,6126.49
2008-06-16,6113.98
2008-06-17,6128.45
2008-06-18,6066.37
2008-06-19,6043.12
2008-06-20,5966.09
2008-06-23,5930.71
2008-06-24,5923.67
2008-06-25,5969.93
2008-06-26,5860.14
2008-06-27,5790.78
2008-06-30,5855.52
2008-07-01,5757.64
2008-07-02,5744.93
2008-07-03,5738.62
2008-07-04,5687.77
2008-07-07,5724.02
2008-07-08,5690.09
2008-07-09,5800.33
2008-07-10,5701.73
2008-07-11,5568.22
2008-07-14,5599.37
2008-07-15,5500.76
2008-07-16,5518.96
2008-07-17,5653.04
2008-07-18,5722.54
2008-07-21,5761.3
2008-07-22,5803.5
2008-07-23,5913.29
2008-07-24,5901.22
2008-07-25,5865.01
2008-07-28,5835.43
2008-07-29,5852.02
2008-07-30,5942.2
2008-07-31,5964.48
2008-08-01,5964.48
2008-08-04,5913.72
2008-08-05,5997.19
2008-08-06,6022.65
2008-08-07,6008.01
2008-08-08,6067.24
2008-08-11,6128.57
2008-08-12,6102.04
2008-08-13,6016.52
2008-08-14,6027.3
2008-08-15,6054.89
2008-08-18,6049.25
2008-08-19,5953.65
2008-08-20,5939.68
2008-08-21,5865.04
2008-08-22,5939.95
2008-08-25,5915.88
2008-08-26,5944.74
2008-08-27,5937.61
2008-08-28,6019.62
2008-08-29,6061.78
2008-09-01,6054.18
2008-09-02,6116.22
2008-09-03,6082.24
2008-09-04,5946.61
2008-09-05,5857.78
2008-09-08,6015.39
2008-09-09,6017.74
2008-09-10,5964.88
2008-09-11,5922.05
2008-09-12,6033.06
2008-09-15,5826.92
2008-09-16,5676.18
2008-09-17,5609.97
2008-09-18,5580.72
2008-09-19,5898.23
2008-09-22,5795.08
2008-09-23,5723.05
2008-09-24,5697.21
2008-09-25,5812.89
2008-09-26,5709.49
2008-09-29,5445.68
2008-09-30,5563.93
2008-10-01,5608.46
2008-10-02,5598.83
2008-10-03,5701.94
2008-10-06,5369.22
2008-10-07,5333.52
2008-10-08,5051.12
2008-10-09,4837.8
2008-10-10,4487.2
2008-10-13,4961.89
2008-10-14,5197
2008-10-15,4916.56
2008-10-16,4755.98
2008-10-17,5031.6
2008-10-20,5121.22
2008-10-21,5102.46
2008-10-22,4899.12
2008-10-23,4860.5
2008-10-24,4682.67
2008-10-27,4530.87
2008-10-28,4561.01
2008-10-29,4831.09
2008-10-30,4813.58
2008-10-31,5044.85
2008-11-03,5110.6
2008-11-04,5255.49
2008-11-05,5086.55
2008-11-06,4881.31
2008-11-07,4946.48
2008-11-10,5013.78
2008-11-11,4844.8
2008-11-12,4701.47
2008-11-13,4724.22
2008-11-14,4797.2
2008-11-17,4653.68
2008-11-18,4663.84
2008-11-19,4543.74
2008-11-20,4373.73
2008-11-21,4257.41
2008-11-24,4504.37
2008-11-25,4520.57
2008-11-26,4532.63
2008-11-27,4647.75
2008-11-28,4780.29
2008-12-01,4554.59
2008-12-02,4562.41
